file_name,file_size_mb,duration,unique_speakers,data_shape,sample_rate,channels,rms_energy,zero_crossing_rate,spectral_centroid
shared-videos/1.30 The Authorised Portrait/Box2/Bono/Bono_Tape1_Side1.wav,409.29,2432.927800453515,7.0,2x107292116,44100.0,2.0,0.0479781553149223,0.0294236014075958,1064.0983006796428
shared-videos/1.30 The Authorised Portrait/Box2/Kathrada/Tape2/Kathrada_Tape2_Side1.mp3,108.54,2845.0143310657595,4.0,2x125465132,44100.0,2.0,0.1377085745334625,0.0217431750216792,852.256709040642
shared-videos/1.30 The Authorised Portrait/Box2/Kathrada/Tape1/Kathrada_Tape1_Side1.mp3,103.81,2720.944829931973,2.0,2x119993667,44100.0,2.0,0.0977860763669014,0.0145020820899363,623.0158545060689
shared-videos/1.30 The Authorised Portrait/Box2/Hilda Bernstein/Bernstein_Tape1_Side1.wav,432.61,2571.574149659864,3.0,2x113406420,44100.0,2.0,0.0483283102512359,0.014500557922342,942.770811329417
shared-videos/1.30 The Authorised Portrait/Box2/Neil Kinnock/Kinnock_Tape1_Side1.wav,481.54,2862.4156916099773,4.0,2x126232532,44100.0,2.0,0.053042821586132,0.0332391339300562,1535.165251390147
shared-videos/1.30 The Authorised Portrait/Box2/Neil Kinnock/Kinnock_Tape1_Side2.wav,229.58,1364.6703174603174,4.0,2x60181961,44100.0,2.0,0.0542235411703586,0.0315555397811864,1624.5059980591193
shared-videos/1.30 The Authorised Portrait/Box2/Pallo Jordan/Jordan_Tape1_Side1.wav,363.38,2160.0,2.0,2x95256000,44100.0,2.0,0.0381655469536781,0.0162260221039576,1181.0925549362562
shared-videos/1.30 The Authorised Portrait/Box2/Glenys Kinnock/Kinnock_Tape1_Side1.wav,403.75,2400.0,4.0,2x105840000,44100.0,2.0,0.0258514508605003,0.0201652652007374,1206.8708042098606
shared-videos/1.30 The Authorised Portrait/Box2/Fikile Bam/Bam_Tape1_Side1.wav,412.29,2450.7375056689343,2.0,2x108077524,44100.0,2.0,0.0472198873758316,0.0251340083818318,1380.6297702741824
shared-videos/1.30 The Authorised Portrait/Box2/Nadine Gordimer/Gordimer_Tape1_Side1.mp3,41.35,1083.854058956916,3.0,2x47797964,44100.0,2.0,0.1862604171037674,0.0188427732282874,823.2974895008938
shared-videos/1.30 The Authorised Portrait/Box2/Amina Cachalia/Tape2/Cachalia_Tape2_Side1.wav,486.53,2892.09074829932,6.0,2x127541202,44100.0,2.0,0.0524856634438037,0.0147042919793289,825.2174965006928
shared-videos/1.30 The Authorised Portrait/Box2/Amina Cachalia/Tape2/Cachalia_Tape2_Side2.wav,448.68,2667.060408163265,7.0,2x117617364,44100.0,2.0,0.0577575415372848,0.0128750559099694,820.0045740084366
shared-videos/1.30 The Authorised Portrait/Box2/Amina Cachalia/Tape1/Cachalia_Tape1_Side1.wav,484.24,2878.4432653061226,3.0,2x126939348,44100.0,2.0,0.0777272954583168,0.0142824289224435,794.7290575136356
shared-videos/1.30 The Authorised Portrait/Box2/Amina Cachalia/Tape1/Cachalia_Tape1_Side2.wav,428.98,2549.9679818594104,8.0,2x112453588,44100.0,2.0,0.0726811364293098,0.0146407987960762,813.5272968035005
shared-videos/1.30 The Authorised Portrait/Box2/Ali Bacher/Bacher_Tape1_Side1.wav,300.34,1785.305850340136,2.0,2x78731988,44100.0,2.0,0.1017366424202919,0.0191222183203922,730.556119229797
shared-videos/1.30 The Authorised Portrait/Box2/Sydney Kentridge QC/Kentridge_Tape1_Side1.wav,482.57,2868.5051247165534,3.0,2x126501076,44100.0,2.0,0.026871858164668,0.0185719205141294,1262.8147263054543
shared-videos/1.30 The Authorised Portrait/Box2/Sydney Kentridge QC/Kentridge_Tape1_Side2.wav,67.29,400.0,2.0,2x17640000,44100.0,2.0,0.0165873523801565,0.0124832430559586,1353.1910981663004
shared-videos/1.30 The Authorised Portrait/Box2/Bill Clinton/Clinton_Tape1_Side1.wav,280.58,1667.864195011338,3.0,2x73552811,44100.0,2.0,0.047480147331953,0.0128448783308273,1378.8979281768184
shared-videos/1.30 The Authorised Portrait/Box2/Lord Denis Healey/Healey_Tape1_Side1.mp3,109.53,2870.977505668934,3.0,2x126610108,44100.0,2.0,0.0283639207482337,0.0227943894860101,911.3545303820416
shared-videos/1.28 Sahm Venter Collection/Tutu.mp3,16.19,1063.743628117914,4.0,2x46899072,44100.0,2.0,0.1062848940491676,0.0155911561391239,1191.3818627067526
shared-videos/1.28 Sahm Venter Collection/Audio/CD 44/01 Track 1.mp3,79.98,2098.3162358276645,7.0,2x92530944,44100.0,2.0,0.2315094619989395,0.0561022417303569,2048.114685974167
shared-videos/1.28 Sahm Venter Collection/Audio/CD 44/02 Track 2.mp3,1.1,28.94807256235828,0.0,2x1271808,44100.0,2.0,0.1865335404872894,0.0514917630784708,1793.047225223671
shared-videos/1.28 Sahm Venter Collection/Audio/CD 44/03 Track 3.mp3,34.21,897.4411337868481,8.0,2x39572352,44100.0,2.0,0.195772036910057,0.0517775863428321,2139.6465274513607
shared-videos/1.28 Sahm Venter Collection/Audio/CD 99/01 Track 1.mp3,24.1,632.3505215419501,2.0,2x27881856,44100.0,2.0,0.1014908850193023,0.0239714021068228,1586.8550278193193
shared-videos/1.28 Sahm Venter Collection/Audio/CD 99/02 Track 2.mp3,13.86,363.6027664399093,1.0,2x16030080,44100.0,2.0,0.147577479481697,0.0373782891650563,1726.650306577773
shared-videos/1.28 Sahm Venter Collection/Audio/CD 99/03 Track 3.mp3,28.78,755.2043990929706,2.0,2x33299712,44100.0,2.0,0.1037003844976425,0.0346512194846553,1693.4473072292385
shared-videos/1.28 Sahm Venter Collection/Audio/CD 99/04 Track 4.mp3,75.23,1973.738276643991,6.0,2x87037056,44100.0,2.0,0.1094535738229751,0.0276963540058163,1745.34264603927
shared-videos/1.28 Sahm Venter Collection/Audio/CD 99/05 Track 5.mp3,5.29,138.81909297052155,1.0,2x6117120,44100.0,2.0,0.1637390404939651,0.0550126802733721,2070.53995269758
shared-videos/1.28 Sahm Venter Collection/Audio/CD 99/06 Track 6.mp3,9.16,240.4092970521542,3.0,2x10597248,44100.0,2.0,0.1507826149463653,0.0616310348901463,2144.576842870424
shared-videos/1.28 Sahm Venter Collection/Audio/CD 20(2)/01 Track 1.mp3,73.68,1933.0592063492063,9.0,2x85243392,44100.0,2.0,0.0929749608039856,0.0368235979666065,1314.8392385502143
shared-videos/1.28 Sahm Venter Collection/Audio/CD 20(2)/02 Track 2.mp3,22.34,586.0028798185941,12.0,2x25838208,44100.0,2.0,0.0735548511147499,0.0292303562825714,1444.0000374020542
shared-videos/1.28 Sahm Venter Collection/Audio/CD 109/Sounds of nature/01 Untitled.mp3,140.85,3695.488594104309,6.0,2x162966528,44100.0,2.0,0.2151322960853576,0.0746540818928784,3829.402716714245
shared-videos/1.28 Sahm Venter Collection/Audio/CD 5/01 Track 1.mp3,63.02,1653.398684807256,3.0,2x72910080,44100.0,2.0,0.0947499126195907,0.0450950534640246,2291.283795338965
shared-videos/1.28 Sahm Venter Collection/Audio/CD 5/02 Track 2.mp3,32.66,856.9252154195011,6.0,2x37785600,44100.0,2.0,0.1061326637864112,0.0493620182462805,2219.6876254440444
shared-videos/1.28 Sahm Venter Collection/Audio/CD 5/03 Track 3.mp3,35.67,935.8933786848072,4.0,2x41268096,44100.0,2.0,0.1179646998643875,0.0511137152400839,2194.73166975274
shared-videos/1.28 Sahm Venter Collection/Audio/CD 85/01 Track 1.mp3,30.65,804.2559410430839,5.0,2x35463168,44100.0,2.0,0.0629168823361396,0.0320635718007832,1576.3820426290094
shared-videos/1.28 Sahm Venter Collection/Audio/CD 85/02 Track 2.mp3,43.02,1128.6445124716554,6.0,2x49768704,44100.0,2.0,0.0617739930748939,0.0368848977354559,1334.604249701062
shared-videos/1.28 Sahm Venter Collection/Audio/CD 114/Alcohol Moderation/01 Alcohol Moderation.mp3,68.6,1799.8608390022675,4.0,2x79369344,44100.0,2.0,0.1010387688875198,0.1207728688449077,4381.8946640059285
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/01 Track 1.mp3,9.7,254.59378684807257,2.0,2x11222784,44100.0,2.0,0.3695963323116302,0.0424691750185333,2320.291988564766
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/02 Track 2.mp3,3.83,100.5758276643991,3.0,2x4430592,44100.0,2.0,0.3121660351753235,0.0419240854120926,2020.343535747732
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/03 Track 3.mp3,11.09,290.90399092970523,1.0,2x12824064,44100.0,2.0,0.3383909165859222,0.0657474757839947,2949.621029051704
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/04 Track 4.mp3,2.58,67.5831746031746,1.0,2x2975616,44100.0,2.0,0.3197566270828247,0.0520490841954146,2558.16637871766
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/05 Track 5.mp3,9.36,245.65990929705217,5.0,2x10828800,44100.0,2.0,0.3847867846488952,0.0542896215382842,2754.2241409748367
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/06 Track 6.mp3,5.88,154.25746031746033,2.0,2x6797952,44100.0,2.0,0.3115105926990509,0.0624830840958728,2882.294357762117
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/07 Track 7.mp3,12.44,326.35215419501134,2.0,2x14387328,44100.0,2.0,0.2716234624385834,0.0673583298025426,2940.606712603884
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/08 Track 8.mp3,4.88,128.0827664399093,2.0,2x5643648,44100.0,2.0,0.3175058364868164,0.0642749198409008,3037.6821126028563
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/09 Track 9.mp3,37.02,971.3154195011338,2.0,2x42830208,44100.0,2.0,0.2967912256717682,0.0631272831947897,2885.431666274563
shared-videos/1.28 Sahm Venter Collection/Audio/CD 70/10 Track 10.mp3,17.17,450.5643990929705,2.0,2x19865088,44100.0,2.0,0.3146952986717224,0.0707737118435889,3206.1112123068306
shared-videos/1.28 Sahm Venter Collection/Audio/CD 56/02 Track 2.mp3,11.47,300.8827664399093,2.0,2x13264128,44100.0,2.0,0.0955289676785469,0.1059523759263905,4229.633047384775
shared-videos/1.28 Sahm Venter Collection/Audio/CD 56/03 Track 3.mp3,3.52,92.32113378684808,3.0,2x4066560,44100.0,2.0,0.0736482590436935,0.1138239964630807,4566.480054862278
shared-videos/1.28 Sahm Venter Collection/Audio/CD 56/04 Track 4.mp3,15.36,402.9692970521542,5.0,2x17766144,44100.0,2.0,0.0890124961733818,0.0692118268191642,3419.5116323219268
shared-videos/1.28 Sahm Venter Collection/Audio/CD 56/05 Track 5.mp3,3.35,87.82807256235827,2.0,2x3868416,44100.0,2.0,0.2039084881544113,0.0446794791597736,2146.7477352570177
shared-videos/1.28 Sahm Venter Collection/Audio/CD 56/06 Track 6.mp3,23.96,628.5105215419501,3.0,2x27712512,44100.0,2.0,0.0881968885660171,0.0772300507515888,3748.720611919786
shared-videos/1.28 Sahm Venter Collection/Audio/CD 56/07 Track 7.mp3,5.68,149.05909297052153,2.0,2x6568704,44100.0,2.0,0.0906140431761741,0.0555392329988308,2403.418100003524
shared-videos/1.28 Sahm Venter Collection/Audio/CD 71/Relacation#1/01 Relacation.mp3,43.78,1148.575941043084,5.0,2x50647680,44100.0,2.0,0.0550363324582576,0.0345625550465265,1726.590694223569
shared-videos/1.28 Sahm Venter Collection/Audio/CD 12/01 Track 1.mp3,5.45,143.077052154195,1.0,2x6304896,44100.0,2.0,0.1390080004930496,0.0657367714042834,2903.5775560637
shared-videos/1.28 Sahm Venter Collection/Audio/CD 12/02 Track 2.mp3,7.22,189.54888888888888,1.0,2x8354304,44100.0,2.0,0.1114646717905998,0.0662652834006158,3217.6350069976315
shared-videos/1.28 Sahm Venter Collection/Audio/CD 12/03 Track 3.mp3,72.3,1897.0166439909297,9.0,2x83653632,44100.0,2.0,0.1214266270399093,0.0629561340081371,3013.3881771786578
shared-videos/1.28 Sahm Venter Collection/Audio/CD 19(2)/01 Track 1.mp3,33.62,882.0224716553288,6.0,2x38892672,44100.0,2.0,0.0492946468293666,0.0359615544224655,1811.226622826621
shared-videos/1.28 Sahm Venter Collection/Audio/CD 19(2)/02 Track 2.mp3,59.29,1555.5636961451248,6.0,2x68595840,44100.0,2.0,0.0449473671615123,0.0409766469069784,1869.846924212244
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/01 Track 1.mp3,34.22,897.7807256235827,3.0,2x39587328,44100.0,2.0,0.1453556567430496,0.0440010682573234,1898.22593931472
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/02 Track 2.mp3,20.2,529.9243990929705,2.0,2x23364864,44100.0,2.0,0.3023819029331207,0.0371022917922099,1882.349065826968
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/03 Track 3.mp3,3.72,97.54562358276644,2.0,2x4296960,44100.0,2.0,0.1444611996412277,0.0423887814808471,1867.075654276433
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/04 Track 4.mp3,8.47,222.22807256235828,2.0,2x9795456,44100.0,2.0,0.1375871449708938,0.0491975516722637,2005.1922087996224
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/05 Track 5.mp3,6.98,183.25337868480725,2.0,2x8076672,44100.0,2.0,0.1211318373680114,0.0427596015748811,1922.6836506298544
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/06 Track 6.mp3,13.67,358.5872562358277,4.0,2x15808896,44100.0,2.0,0.0930513590574264,0.0305097740379165,1859.261052458728
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/07 Track 7.mp3,3.72,97.54562358276644,2.0,2x4296960,44100.0,2.0,0.1582834422588348,0.0441420677945907,2359.8529196732934
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/08 Track 8.mp3,16.17,424.3635827664399,2.0,2x18709632,44100.0,2.0,0.119893655180931,0.0406490699954505,2336.8678999754425
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/09 Track 9.mp3,3.18,83.30888888888889,2.0,2x3669120,44100.0,2.0,0.1066241785883903,0.0447706965301032,2364.998970858883
shared-videos/1.28 Sahm Venter Collection/Audio/CD 35/10 Track 10.mp3,12.57,329.9048072562358,2.0,2x14544000,44100.0,2.0,0.2401465475559234,0.0396469352019308,1825.9145654119511
shared-videos/1.28 Sahm Venter Collection/Audio/CD 103/Deception Point [Disc 1]/01 Deception Point 9.mp3,136.14,3571.87716553288,14.0,2x157515264,44100.0,2.0,0.3561900556087494,0.0569691714561975,3366.0212300920143
shared-videos/1.28 Sahm Venter Collection/Audio/CD 10B/4453/01 Untitled.mp3,95.02,2492.9416553287983,16.0,2x109934208,44100.0,2.0,0.0349644757807254,0.0267509156717477,1467.059799140926
